vote_count,comment_count,description_length,summary_length,watch_count,priority_Critical,priority_Major,priority_Minor,priority_Trivial,issue_type_Short,reporter_brucem,reporter_cutting,reporter_dcreager,reporter_hammer,reporter_jbaldassari,reporter_jmhodges,reporter_lmartinking,reporter_massie,reporter_mpugachev,reporter_philip,reporter_phunt,reporter_pwendell,reporter_sbanacho,reporter_scott_carey,reporter_sharadag,reporter_thiru_mg,reporter_tomwhite,reporter_vnadkarni,duration
0.0,2.3978952727983707,8.449984441722787,85,1.6094379124341005,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.701535540849056
0.0,1.791759469228055,5.521460917862246,40,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.575052927597383
0.0,1.791759469228055,0.0,67,1.6094379124341005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.114894417443708
0.0,3.6375861597263857,4.465908118654584,24,2.079441541679836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.140382429004244
0.0,1.3862943611198906,4.969813299576002,35,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.651374372882257
0.0,2.7080502011022096,4.8828019225863715,95,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.041801208055787
0.0,2.3978952727983707,6.626717749249026,71,1.791759469228055,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.156020685631228
0.0,1.9459101490553128,6.708084083853071,42,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.547169687694211
0.0,2.079441541679836,5.857933154483459,40,1.0986122886681098,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85473994064318
0.0,2.3978952727983707,5.5012582105447265,54,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.041749673410086
0.6931471805599453,2.8903717578961645,6.249975242259482,72,2.302585092994046,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.069877793574753
0.0,2.19722457733622,5.272999558563747,84,1.6094379124341005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.151485463904735
0.0,1.9459101490553128,6.775366090936393,57,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.380456667842767
0.0,1.6094379124341005,7.317212408359839,56,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.446556111816797
0.0,1.3862943611198906,6.169610732491456,55,1.0986122886681098,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.45126704130007
0.0,1.6094379124341005,4.31748811353631,44,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.614651383474907
0.0,1.9459101490553128,6.028278520230697,80,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9836066217083355
0.0,2.079441541679836,7.195937226475568,43,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.821879862683842
0.0,1.0986122886681098,5.54907608489522,52,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.01211529430638
0.0,1.3862943611198906,5.231108616854587,52,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.017506142941255
0.0,2.5649493574615367,5.755742213586912,74,1.3862943611198906,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.184782443924377
0.0,1.9459101490553128,5.613128106388071,47,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17188200612782
0.0,2.302585092994046,7.261927092702751,84,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.962763930168115
0.0,0.6931471805599453,5.25227342804663,38,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055
0.0,1.9459101490553128,4.897839799950911,73,1.0986122886681098,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.466799475018602
0.0,2.302585092994046,5.68697535633982,48,1.0986122886681098,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.574636203046275
0.0,1.3862943611198906,5.929589143389895,55,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67846133901236
0.0,1.3862943611198906,6.610696044717759,55,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.334602174666099
0.0,2.3978952727983707,6.1862086239004945,75,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.915163617762142
0.0,2.5649493574615367,6.369900982828227,86,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.556833658307776
0.0,1.791759469228055,8.09712193091871,82,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.488937726156687
0.0,1.6094379124341005,5.181783550292085,53,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.713113662551343
0.0,1.6094379124341005,5.908082938168932,73,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.463674605839843
0.0,1.3862943611198906,5.293304824724492,43,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.004299728561636
0.0,1.3862943611198906,5.886104031450156,42,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76748487464946
0.0,1.9459101490553128,5.236441962829949,46,1.0986122886681098,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1114673395026795
0.0,1.3862943611198906,5.655991810819852,61,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.716083048071518
0.0,1.3862943611198906,6.4085287910594975,35,1.0986122886681098,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.124478262493424
0.0,1.3862943611198906,5.973809611869261,30,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99337395933065
0.6931471805599453,1.6094379124341005,9.372714290960444,55,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.099833966622064
0.0,1.0986122886681098,6.504288173536644,73,1.0986122886681098,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611347717403621
0.0,1.3862943611198906,5.564520407322693,23,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.30549530907551
0.0,1.6094379124341005,7.202661196523238,72,1.0986122886681098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07961802938984
0.0,1.0986122886681098,5.717027701406223,51,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.258096538021482
0.0,1.6094379124341005,5.298317366548036,61,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.830540167054314
0.0,1.6094379124341005,4.836281906951479,107,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.672500823760892
0.0,2.4849066497880004,6.249975242259482,27,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.019847353652324
0.0,1.6094379124341005,7.344072850573067,96,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3612921657094255
0.0,1.9459101490553128,5.153291594497778,83,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.713088868237309
0.0,1.3862943611198906,5.5333894887275195,43,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.196381022038443
0.0,1.791759469228055,6.345636360828596,50,1.0986122886681098,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.473166068429098
0.0,0.6931471805599453,4.499809670330264,52,0.6931471805599453,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,2.19722457733622,4.852030263919617,54,1.3862943611198906,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.174713194333034
0.0,2.079441541679836,6.648984550024776,53,2.302585092994046,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.821534532379898
0.0,1.3862943611198906,5.4638318050256105,59,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66871413573975
0.0,1.6094379124341005,5.62040086571715,49,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.848015825821523
0.0,1.9459101490553128,4.804021044733257,45,1.0986122886681098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.902987427494445
0.0,2.19722457733622,3.9318256327243257,43,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.717760202607339
0.6931471805599453,1.791759469228055,4.9126548857360515,15,1.6094379124341005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.349774655164547
0.0,2.3978952727983707,7.374629015218946,58,1.6094379124341005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.478975636267162
0.0,1.0986122886681098,4.356708826689592,45,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.87189368094495
0.0,2.3978952727983707,4.820281565605037,78,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.993479492517395
0.0,2.4849066497880004,7.114769448366463,29,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.099054336080103
0.0,1.3862943611198906,5.579729825986222,52,1.0986122886681098,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.958576903813897
0.0,1.6094379124341005,6.364750756851912,43,1.3862943611198906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.234564993267135
0.0,1.6094379124341005,5.7651911027848435,41,1.0986122886681098,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341005
0.0,0.6931471805599453,4.727387818712341,114,0.6931471805599453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.728855823852543
0.0,2.302585092994046,5.834810737062606,48,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.409741954080922
