priority,issue_type,reporter,vote_count,comment_count,description_length,summary_length,watch_count,duration
Major,Short,Other,0.6931471805599453,1.6094379124341003,9.372714290960442,55,1.3862943611198906,12.099833966622066
Minor,Short,Other,0.0,1.0986122886681098,6.504288173536645,73,1.0986122886681098,7.611347717403621
Major,Short,mpugachev,0.0,1.3862943611198906,5.564520407322694,23,1.0986122886681098,11.30549530907551
Critical,Short,Other,0.0,1.6094379124341003,7.202661196523238,72,1.0986122886681098,8.07961802938984
Major,Short,cutting,0.0,1.0986122886681098,5.717027701406222,51,0.6931471805599453,3.258096538021482
Major,Short,Other,0.0,1.6094379124341003,5.298317366548036,61,1.3862943611198906,10.830540167054314
Major,Short,Other,0.0,1.6094379124341003,4.836281906951478,107,1.0986122886681098,9.672500823760892
Major,Short,Other,0.0,2.4849066497880004,6.249975242259483,27,1.0986122886681098,10.019847353652324
Major,Short,Other,0.0,1.6094379124341003,7.344072850573066,96,1.3862943611198906,5.3612921657094255
Major,Short,lmartinking,0.0,1.9459101490553132,5.153291594497779,83,1.0986122886681098,8.71308886823731
Major,Short,thiru_mg,0.0,1.3862943611198906,5.53338948872752,43,0.6931471805599453,10.196381022038443
Critical,Short,mpugachev,0.0,1.791759469228055,6.345636360828596,50,1.0986122886681098,9.473166068429098
Major,Short,cutting,0.0,0.6931471805599453,4.499809670330265,52,0.6931471805599453,0.0
Minor,Short,Other,0.0,2.1972245773362196,4.852030263919617,54,1.3862943611198906,9.174713194333032
Major,Short,Other,0.0,2.0794415416798357,6.648984550024776,53,2.302585092994046,11.821534532379898
Major,Short,Other,0.0,1.3862943611198906,5.4638318050256105,59,1.3862943611198906,9.66871413573975
Major,Short,Other,0.0,1.6094379124341003,5.62040086571715,49,1.0986122886681098,10.848015825821523
Major,Long,Other,0.0,1.9459101490553132,4.804021044733257,45,1.0986122886681098,9.902987427494446
Major,Long,Other,0.0,2.1972245773362196,3.9318256327243257,43,1.3862943611198906,9.71776020260734
Major,Long,lmartinking,0.6931471805599453,1.791759469228055,4.912654885736052,15,1.6094379124341003,10.349774655164548
Major,Short,Other,0.0,2.3978952727983707,7.374629015218945,58,1.6094379124341003,11.478975636267162
Major,Short,mpugachev,0.0,1.0986122886681098,4.356708826689592,45,1.0986122886681098,9.87189368094495
Critical,Short,mpugachev,0.0,2.3978952727983707,4.820281565605037,78,1.3862943611198906,11.993479492517396
Major,Short,Other,0.0,2.4849066497880004,7.114769448366463,29,1.0986122886681098,10.099054336080103
Major,Short,cutting,0.0,1.3862943611198906,5.579729825986222,52,1.0986122886681098,7.958576903813898
Major,Short,thiru_mg,0.0,1.6094379124341003,6.364750756851911,43,1.3862943611198906,8.234564993267135
Major,Short,dcreager,0.0,1.6094379124341003,5.765191102784844,41,1.0986122886681098,1.6094379124341003
